localtime, kiteid, temperature, humidity, pressure, luminosity, co2, sound
2016-07-27 00:45:23.422416,ch_kite_0004,4.0,67.2,97086.6,0.0,460.0,13328.2
2016-07-27 00:45:26.186164,ch_kite_0001,-1,-1,-1,-1,-1,-1
2016-07-27 00:45:40.550170,ch_kite_0002,-1,-1,-1,-33.0,-1,-1
2016-07-27 00:46:08.597796,ch_kite_0003,7.0,57.6,97471.8,0.0,436.4,13423.2
2016-07-27 00:46:36.507128,ch_kite_0004,4.0,68.2,97094.2,0.0,461.6,13337.2
2016-07-27 00:46:39.223144,ch_kite_0001,-1,-1,-1,-1,-1,-1
2016-07-27 00:46:53.558676,ch_kite_0002,-1,-1,-1,-33.0,-1,-1
2016-07-27 00:47:21.499040,ch_kite_0003,7.0,57.6,97468.6,0.0,429.4,13410.0
2016-07-27 00:47:50.067114,ch_kite_0004,4.0,67.8,97097.4,0.0,467.2,13366.0
2016-07-27 00:47:53.222669,ch_kite_0001,-1,-1,-1,-1,-1,-1
2016-07-27 00:48:07.270541,ch_kite_0002,-1,-1,-1,-33.0,-1,-1
2016-07-27 00:48:35.625583,ch_kite_0003,7.0,57.6,97468.2,0.0,434.0,13472.8
2016-07-27 00:49:04.484243,ch_kite_0004,4.0,67.8,97103.0,0.0,465.0,13351.0
2016-07-27 00:49:07.218274,ch_kite_0001,-1,-1,-1,-1,-1,-1
2016-07-27 00:49:21.928991,ch_kite_0002,-1,-1,-1,-33.0,-1,-1
2016-07-27 00:49:50.659805,ch_kite_0003,7.0,58.0,97469.4,0.0,421.8,13500.6
2016-07-27 00:50:19.021111,ch_kite_0004,4.0,67.8,97105.4,0.0,463.0,13383.8
2016-07-27 00:50:22.570126,ch_kite_0001,-1,-1,-1,-1,-1,-1
2016-07-27 00:50:36.779854,ch_kite_0002,-1,-1,-1,-33.0,-1,-1
2016-07-27 00:51:04.617124,ch_kite_0003,7.0,58.0,97466.6,0.0,427.4,13465.6
2016-07-27 00:51:32.659617,ch_kite_0004,4.0,68.6,97109.0,0.0,464.0,13814.2
2016-07-27 00:51:35.428867,ch_kite_0001,-1,-1,-1,-1,-1,-1
2016-07-27 00:51:50.005204,ch_kite_0002,-1,-1,-1,-33.0,-1,-1
2016-07-27 00:52:18.253866,ch_kite_0003,7.0,58.2,97461.0,0.0,438.4,13759.6
2016-07-27 00:52:46.182711,ch_kite_0004,4.0,68.6,97117.4,0.0,465.4,13397.8
2016-07-27 00:52:49.046056,ch_kite_0001,-1,-1,-1,-1,-1,-1
2016-07-27 00:53:03.891569,ch_kite_0002,-1,-1,-1,-33.0,-1,-1
2016-07-27 00:53:31.593050,ch_kite_0003,7.0,58.6,97462.6,0.0,439.8,13433.6
2016-07-27 00:53:59.900179,ch_kite_0004,4.0,68.0,97119.4,0.0,467.8,13336.4
2016-07-27 00:54:02.725973,ch_kite_0001,-1,-1,-1,-1,-1,-1
2016-07-27 00:54:17.638636,ch_kite_0002,-1,-1,-1,-33.0,-1,-1
2016-07-27 00:54:45.798252,ch_kite_0003,7.0,58.6,97461.0,0.0,434.0,13496.8
2016-07-27 00:55:13.737109,ch_kite_0004,4.4,68.4,97133.4,0.0,468.6,13347.0
2016-07-27 00:55:16.679001,ch_kite_0001,-1,-1,-1,-1,-1,-1
2016-07-27 00:55:30.704820,ch_kite_0002,-1,-1,-1,-33.0,-1,-1
2016-07-27 00:55:58.848366,ch_kite_0003,7.0,58.0,97459.8,0.0,441.4,13438.4
2016-07-27 00:56:27.107295,ch_kite_0004,5.0,67.6,97136.2,0.0,466.0,12629.2
2016-07-27 00:56:30.030366,ch_kite_0001,-1,-1,-1,-1,-1,-1
2016-07-27 00:56:43.885020,ch_kite_0002,-1,-1,-1,-33.0,-1,-1
2016-07-27 00:57:11.516163,ch_kite_0003,7.0,57.6,97464.6,0.0,440.4,13514.6
2016-07-27 00:57:39.231516,ch_kite_0004,5.0,67.6,97139.8,0.0,470.4,13368.2
2016-07-27 00:57:42.074584,ch_kite_0001,-1,-1,-1,-1,-1,-1
2016-07-27 00:57:56.293201,ch_kite_0002,-1,-1,-1,-33.0,-1,-1
2016-07-27 00:58:24.233374,ch_kite_0003,7.0,57.4,97470.2,0.0,437.6,13565.8
2016-07-27 00:58:51.789035,ch_kite_0004,5.0,67.4,97137.4,0.0,464.4,13418.4
2016-07-27 00:58:54.473953,ch_kite_0001,-1,-1,-1,-1,-1,-1
2016-07-27 00:59:08.669425,ch_kite_0002,-1,-1,-1,-33.0,-1,-1
2016-07-27 00:59:35.990577,ch_kite_0003,7.0,57.0,97470.6,0.0,435.6,13390.2
2016-07-27 01:00:03.819707,ch_kite_0004,5.0,67.0,97138.2,0.0,454.8,13367.0
2016-07-27 01:00:06.863102,ch_kite_0001,-1,-1,-1,-1,-1,-1
2016-07-27 01:00:20.857551,ch_kite_0002,-1,-1,-1,-33.0,-1,-1
2016-07-27 01:00:48.325984,ch_kite_0003,7.0,57.0,97476.2,0.0,434.6,13448.4
2016-07-27 01:01:16.026149,ch_kite_0004,5.0,66.2,97141.0,0.0,456.4,13302.2
2016-07-27 01:01:18.789538,ch_kite_0001,-1,-1,-1,-1,-1,-1
2016-07-27 01:01:32.634781,ch_kite_0002,-1,-1,-1,-33.0,-1,-1
2016-07-27 01:02:00.604511,ch_kite_0003,7.0,57.6,97464.6,0.0,442.6,13525.0
2016-07-27 01:02:28.324481,ch_kite_0004,5.0,66.6,97147.0,0.0,449.0,13370.4
2016-07-27 01:02:31.267484,ch_kite_0001,-1,-1,-1,-1,-1,-1
2016-07-27 01:02:45.431005,ch_kite_0002,-1,-1,-1,-33.0,-1,-1
2016-07-27 01:03:13.431531,ch_kite_0003,7.0,57.6,97464.6,0.0,445.4,13479.4
2016-07-27 01:03:41.360426,ch_kite_0004,5.0,66.0,97148.6,0.0,465.8,13340.0
2016-07-27 01:03:44.054732,ch_kite_0001,-1,-1,-1,-1,-1,-1
2016-07-27 01:03:58.925433,ch_kite_0002,-1,-1,-1,-33.0,-1,-1
2016-07-27 01:04:27.507250,ch_kite_0003,6.6,58.0,97461.4,0.0,446.4,13483.6
2016-07-27 01:04:55.435245,ch_kite_0004,5.0,65.4,97145.4,0.0,460.8,13361.8
2016-07-27 01:04:58.230982,ch_kite_0001,-1,-1,-1,-1,-1,-1
2016-07-27 01:05:12.492775,ch_kite_0002,-1,-1,-1,-33.0,-1,-1
2016-07-27 01:05:40.393246,ch_kite_0003,6.6,58.6,97455.8,0.0,441.6,13478.2
2016-07-27 01:06:08.915240,ch_kite_0004,5.0,65.4,97144.6,0.0,456.4,12617.0
2016-07-27 01:06:12.036617,ch_kite_0001,-1,-1,-1,-1,-1,-1
2016-07-27 01:06:26.110500,ch_kite_0002,-1,-1,-1,-33.0,-1,-1
2016-07-27 01:06:54.120195,ch_kite_0003,6.6,58.6,97449.8,0.0,438.0,13458.4
2016-07-27 01:07:21.902037,ch_kite_0004,5.0,64.6,97146.2,0.0,456.8,13298.6
2016-07-27 01:07:24.942730,ch_kite_0001,-1,-1,-1,-1,-1,-1
2016-07-27 01:07:39.135615,ch_kite_0002,-1,-1,-1,-33.0,-1,-1
2016-07-27 01:08:06.907514,ch_kite_0003,6.6,58.6,97442.6,0.0,432.0,13446.2
2016-07-27 01:08:35.259269,ch_kite_0004,5.0,64.6,97157.0,0.0,462.4,13312.6
2016-07-27 01:08:38.013460,ch_kite_0001,-1,-1,-1,-1,-1,-1
2016-07-27 01:08:52.595115,ch_kite_0002,-1,-1,-1,-33.0,-1,-1
2016-07-27 01:09:20.968565,ch_kite_0003,7.0,59.6,97434.2,0.0,437.6,13600.8
2016-07-27 01:09:49.546445,ch_kite_0004,5.0,64.2,97158.2,0.0,454.4,13302.6
2016-07-27 01:09:52.297872,ch_kite_0001,-1,-1,-1,-1,-1,-1
2016-07-27 01:10:06.814740,ch_kite_0002,-1,-1,-1,-33.0,-1,-1
2016-07-27 01:10:35.934560,ch_kite_0003,7.0,60.0,97431.4,0.0,434.4,13462.8
2016-07-27 01:11:03.933627,ch_kite_0004,5.0,63.6,97163.4,0.0,459.2,13338.6
2016-07-27 01:11:06.726468,ch_kite_0001,-1,-1,-1,-1,-1,-1
2016-07-27 01:11:22.328248,ch_kite_0002,-1,-1,-1,-33.0,-1,-1
2016-07-27 01:11:51.551685,ch_kite_0003,7.0,60.0,97437.0,0.0,435.8,13520.0
2016-07-27 01:12:22.291204,ch_kite_0004,5.0,63.6,97167.0,0.0,450.2,13334.6
2016-07-27 01:12:25.323812,ch_kite_0001,-1,-1,-1,-1,-1,-1
2016-07-27 01:12:38.348230,ch_kite_0002,-1,-1,-1,-33.0,-1,-1
2016-07-27 01:13:05.418639,ch_kite_0003,7.0,60.0,97435.8,0.0,430.6,13390.0
2016-07-27 01:13:32.844891,ch_kite_0004,5.0,63.6,97168.6,0.0,446.6,13347.8
2016-07-27 01:13:35.940505,ch_kite_0001,-1,-1,-1,-1,-1,-1
2016-07-27 01:13:49.295409,ch_kite_0002,-1,-1,-1,-33.0,-1,-1
2016-07-27 01:14:16.513249,ch_kite_0003,7.0,60.0,97435.4,0.0,438.6,13384.6
2016-07-27 01:14:43.865103,ch_kite_0004,5.0,63.6,97169.4,0.0,456.6,13355.4
2016-07-27 01:14:46.916625,ch_kite_0001,-1,-1,-1,-1,-1,-1
2016-07-27 01:15:00.263154,ch_kite_0002,-1,-1,-1,-33.0,-1,-1
2016-07-27 01:15:27.220860,ch_kite_0003,7.0,60.0,97439.4,0.0,435.6,13409.8
2016-07-27 01:15:54.319587,ch_kite_0004,5.0,63.6,97169.0,0.0,447.6,13371.4
2016-07-27 01:15:56.914154,ch_kite_0001,-1,-1,-1,-1,-1,-1
2016-07-27 01:16:10.187421,ch_kite_0002,-1,-1,-1,-33.0,-1,-1
2016-07-27 01:16:37.480546,ch_kite_0003,7.0,59.8,97451.0,0.0,435.4,13479.6
2016-07-27 01:17:04.509861,ch_kite_0004,5.0,63.6,97177.4,0.0,453.0,13780.4
2016-07-27 01:17:07.302589,ch_kite_0001,-1,-1,-1,-1,-1,-1
2016-07-27 01:17:21.377431,ch_kite_0002,-1,-1,-1,-33.0,-1,-1
2016-07-27 01:17:48.208108,ch_kite_0003,7.0,59.8,97450.6,0.0,437.8,13510.6
2016-07-27 01:18:15.237112,ch_kite_0004,5.0,63.2,97177.4,0.0,450.2,13356.0
2016-07-27 01:18:18.001108,ch_kite_0001,-1,-1,-1,-1,-1,-1
2016-07-27 01:18:31.404943,ch_kite_0002,-1,-1,-1,-33.0,-1,-1
2016-07-27 01:18:58.483356,ch_kite_0003,7.0,59.6,97449.0,0.0,431.0,13480.2
2016-07-27 01:19:25.374497,ch_kite_0004,5.0,63.6,97178.2,0.0,452.6,13315.4
2016-07-27 01:19:28.718697,ch_kite_0001,-1,-1,-1,-1,-1,-1
2016-07-27 01:19:41.911922,ch_kite_0002,-1,-1,-1,-33.0,-1,-1
2016-07-27 01:20:09.230247,ch_kite_0003,7.0,58.6,97458.6,0.0,441.4,13426.8
2016-07-27 01:20:36.821523,ch_kite_0004,5.0,64.0,97181.0,0.0,452.8,13337.2
2016-07-27 01:20:39.394293,ch_kite_0001,-1,-1,-1,-1,-1,-1
2016-07-27 01:20:52.529537,ch_kite_0002,-1,-1,-1,-33.0,-1,-1
2016-07-27 01:21:19.629386,ch_kite_0003,7.0,57.6,97459.8,0.0,442.8,13588.6
2016-07-27 01:21:47.005845,ch_kite_0004,5.0,64.0,97182.2,0.0,455.4,13307.6
2016-07-27 01:21:49.612421,ch_kite_0001,-1,-1,-1,-1,-1,-1
2016-07-27 01:22:02.873907,ch_kite_0002,-1,-1,-1,-33.0,-1,-1
2016-07-27 01:22:29.863541,ch_kite_0003,7.0,57.0,97459.0,0.0,436.8,13459.4
2016-07-27 01:22:56.673234,ch_kite_0004,5.0,64.4,97187.0,0.0,454.2,13330.4
2016-07-27 01:22:59.376529,ch_kite_0001,-1,-1,-1,-1,-1,-1
2016-07-27 01:23:12.781027,ch_kite_0002,-1,-1,-1,-33.0,-1,-1
2016-07-27 01:23:41.144202,ch_kite_0003,7.0,56.4,97459.4,0.0,443.4,13451.2
2016-07-27 01:24:08.203531,ch_kite_0004,5.0,64.6,97188.2,0.0,454.6,13340.2
2016-07-27 01:24:10.746098,ch_kite_0001,-1,-1,-1,-1,-1,-1
2016-07-27 01:24:23.961113,ch_kite_0002,-1,-1,-1,-33.0,-1,-1
2016-07-27 01:24:51.801559,ch_kite_0003,7.0,57.0,97459.0,0.0,444.4,13471.4
2016-07-27 01:25:19.630598,ch_kite_0004,5.0,64.6,97181.2,0.0,454.0,13322.0
2016-07-27 01:25:22.854065,ch_kite_0001,-1,-1,-1,-1,-1,-1
2016-07-27 01:25:35.926671,ch_kite_0002,-1,-1,-1,-33.0,-1,-1
2016-07-27 01:26:03.026209,ch_kite_0003,7.0,56.6,97454.6,0.0,441.4,13474.6
2016-07-27 01:26:31.507241,ch_kite_0004,5.0,64.6,97182.2,0.0,456.6,13338.2
2016-07-27 01:26:34.080715,ch_kite_0001,-1,-1,-1,-1,-1,-1
2016-07-27 01:26:46.912731,ch_kite_0002,-1,-1,-1,-33.0,-1,-1
2016-07-27 01:27:14.216742,ch_kite_0003,7.0,56.6,97467.8,0.0,436.6,13418.2
2016-07-27 01:27:42.085234,ch_kite_0004,5.0,64.8,97188.0,0.0,452.6,13324.4
2016-07-27 01:27:45.937764,ch_kite_0001,-1,-1,-1,-1,-1,-1
2016-07-27 01:27:59.213107,ch_kite_0002,-1,-1,-1,-33.0,-1,-1
2016-07-27 01:28:26.232590,ch_kite_0003,7.0,56.4,97459.4,0.0,436.4,13391.0
2016-07-27 01:28:53.429483,ch_kite_0004,5.0,64.6,97188.6,0.0,453.4,13317.4
2016-07-27 01:28:56.482474,ch_kite_0001,-1,-1,-1,-1,-1,-1
2016-07-27 01:29:09.680749,ch_kite_0002,-1,-1,-1,-33.0,-1,-1
2016-07-27 01:29:36.900706,ch_kite_0003,7.0,57.0,97453.4,0.0,427.2,13509.6
2016-07-27 01:30:04.460823,ch_kite_0004,5.0,64.6,97180.8,0.0,452.4,13331.8
2016-07-27 01:30:07.224511,ch_kite_0001,-1,-1,-1,-1,-1,-1
2016-07-27 01:30:20.797516,ch_kite_0002,-1,-1,-1,-33.0,-1,-1
2016-07-27 01:30:47.707346,ch_kite_0003,7.0,57.0,97454.2,0.0,432.2,13481.6
2016-07-27 01:31:15.138394,ch_kite_0004,5.0,64.6,97181.6,0.0,446.2,13335.6
2016-07-27 01:31:17.747738,ch_kite_0001,-1,-1,-1,-1,-1,-1
2016-07-27 01:31:31.285083,ch_kite_0002,-1,-1,-1,-33.0,-1,-1
2016-07-27 01:31:58.455904,ch_kite_0003,7.0,57.0,97453.0,0.0,430.0,13487.6
2016-07-27 01:32:25.661946,ch_kite_0004,5.0,64.2,97184.8,0.0,452.0,13334.0
2016-07-27 01:32:28.297963,ch_kite_0001,-1,-1,-1,-1,-1,-1
2016-07-27 01:32:41.491990,ch_kite_0002,-1,-1,-1,-33.0,-1,-1
2016-07-27 01:33:08.803229,ch_kite_0003,7.0,56.6,97450.6,0.0,438.2,13409.6
2016-07-27 01:33:36.061591,ch_kite_0004,5.0,64.0,97182.6,0.0,455.6,13383.0
2016-07-27 01:33:38.774965,ch_kite_0001,-1,-1,-1,-1,-1,-1
2016-07-27 01:33:52.207774,ch_kite_0002,-1,-1,-1,-33.0,-1,-1
2016-07-27 01:34:19.247546,ch_kite_0003,7.0,56.6,97446.2,0.0,439.6,13476.2
2016-07-27 01:34:46.699358,ch_kite_0004,5.0,64.0,97181.6,0.0,456.8,13437.6
2016-07-27 01:34:49.207997,ch_kite_0001,-1,-1,-1,-1,-1,-1
2016-07-27 01:35:02.956366,ch_kite_0002,-1,-1,-1,-33.0,-1,-1
2016-07-27 01:35:30.367774,ch_kite_0003,7.0,56.2,97447.4,0.0,436.8,13469.2
2016-07-27 01:35:57.416539,ch_kite_0004,5.0,63.8,97177.2,0.0,456.4,13284.8
2016-07-27 01:36:00.070477,ch_kite_0001,-1,-1,-1,-1,-1,-1
2016-07-27 01:36:13.344047,ch_kite_0002,-1,-1,-1,-33.0,-1,-1
2016-07-27 01:36:40.885622,ch_kite_0003,7.0,56.6,97447.4,0.0,441.0,13448.6
2016-07-27 01:37:07.894557,ch_kite_0004,5.0,64.0,97180.0,0.0,454.2,13364.2
2016-07-27 01:37:10.634072,ch_kite_0001,-1,-1,-1,-1,-1,-1
2016-07-27 01:37:24.351252,ch_kite_0002,-1,-1,-1,-33.0,-1,-1
2016-07-27 01:37:51.229829,ch_kite_0003,7.0,56.6,97445.0,0.0,444.2,13437.6
2016-07-27 01:38:18.488180,ch_kite_0004,5.0,63.8,97185.2,0.0,457.0,12922.8
2016-07-27 01:38:21.252526,ch_kite_0001,-1,-1,-1,-1,-1,-1
2016-07-27 01:38:34.265757,ch_kite_0002,-1,-1,-1,-33.0,-1,-1
2016-07-27 01:39:01.809373,ch_kite_0003,7.0,56.0,97445.0,0.0,444.6,13460.4
2016-07-27 01:39:28.907969,ch_kite_0004,5.0,63.8,97184.2,0.0,463.0,13331.6
2016-07-27 01:39:31.501485,ch_kite_0001,-1,-1,-1,-1,-1,-1
2016-07-27 01:39:44.755678,ch_kite_0002,-1,-1,-1,-33.0,-1,-1
2016-07-27 01:40:11.983813,ch_kite_0003,7.0,56.6,97443.4,0.0,439.2,13436.8
2016-07-27 01:40:39.425607,ch_kite_0004,5.0,64.0,97179.8,0.0,460.6,13352.6
2016-07-27 01:40:41.998235,ch_kite_0001,-1,-1,-1,-1,-1,-1
2016-07-27 01:40:55.403377,ch_kite_0002,-1,-1,-1,-33.0,-1,-1
2016-07-27 01:41:22.780982,ch_kite_0003,7.0,56.0,97448.2,0.0,443.0,13393.4
2016-07-27 01:41:49.963054,ch_kite_0004,5.0,64.2,97180.0,0.0,458.0,13372.4
2016-07-27 01:41:52.683345,ch_kite_0001,-1,-1,-1,-1,-1,-1
2016-07-27 01:42:06.020493,ch_kite_0002,-1,-1,-1,-33.0,-1,-1
2016-07-27 01:42:32.831158,ch_kite_0003,7.0,55.6,97444.6,0.0,441.2,13446.4
2016-07-27 01:43:00.042806,ch_kite_0004,5.0,64.2,97183.4,0.0,452.6,13362.2
2016-07-27 01:43:02.632838,ch_kite_0001,-1,-1,-1,-1,-1,-1
2016-07-27 01:43:15.777735,ch_kite_0002,-1,-1,-1,-33.0,-1,-1
2016-07-27 01:43:42.868453,ch_kite_0003,7.0,55.0,97456.2,0.0,441.2,13417.4
2016-07-27 01:44:09.777492,ch_kite_0004,5.0,64.6,97181.4,0.0,452.6,13376.0
2016-07-27 01:44:12.390126,ch_kite_0001,-1,-1,-1,-1,-1,-1
2016-07-27 01:44:26.585119,ch_kite_0002,-1,-1,-1,-33.0,-1,-1
2016-07-27 01:44:53.774988,ch_kite_0003,7.0,55.0,97449.0,0.0,445.2,13401.8
2016-07-27 01:45:21.115769,ch_kite_0004,5.0,63.6,97179.6,0.0,451.2,13361.4
2016-07-27 01:45:23.954125,ch_kite_0001,-1,-1,-1,-1,-1,-1
2016-07-27 01:45:37.332583,ch_kite_0002,-1,-1,-1,-33.0,-1,-1
2016-07-27 01:46:04.252033,ch_kite_0003,7.0,54.6,97447.8,0.0,447.8,13470.2
2016-07-27 01:46:31.400328,ch_kite_0004,5.0,63.2,97177.0,0.0,451.6,13321.0
2016-07-27 01:46:33.965357,ch_kite_0001,-1,-1,-1,-1,-1,-1
2016-07-27 01:46:47.671955,ch_kite_0002,-1,-1,-1,-33.0,-1,-1
2016-07-27 01:47:15.290531,ch_kite_0003,7.0,54.4,97455.0,0.0,440.6,13502.0
2016-07-27 01:47:42.246629,ch_kite_0004,5.4,62.0,97174.6,0.0,453.8,13352.0
2016-07-27 01:47:44.770737,ch_kite_0001,-1,-1,-1,-1,-1,-1
2016-07-27 01:47:57.816828,ch_kite_0002,-1,-1,-1,-33.0,-1,-1
2016-07-27 01:48:24.608571,ch_kite_0003,7.0,53.8,97454.6,0.0,444.8,13442.2
2016-07-27 01:48:52.357853,ch_kite_0004,6.0,61.2,97177.4,0.0,456.2,13355.0
2016-07-27 01:48:54.766613,ch_kite_0001,-1,-1,-1,-1,-1,-1
2016-07-27 01:49:07.921556,ch_kite_0002,-1,-1,-1,-33.0,-1,-1
2016-07-27 01:49:34.881894,ch_kite_0003,7.0,54.0,97463.0,0.0,447.2,13496.4
2016-07-27 01:50:02.243917,ch_kite_0004,6.0,61.0,97189.2,0.0,457.0,13369.2
2016-07-27 01:50:05.038216,ch_kite_0001,-1,-1,-1,-1,-1,-1
2016-07-27 01:50:18.301887,ch_kite_0002,-1,-1,-1,-33.0,-1,-1
2016-07-27 01:50:45.559762,ch_kite_0003,7.0,54.0,97453.4,0.0,446.0,13630.0
2016-07-27 01:51:12.381112,ch_kite_0004,6.0,60.6,97200.0,0.0,456.4,13478.6
2016-07-27 01:51:14.883313,ch_kite_0001,-1,-1,-1,-1,-1,-1
2016-07-27 01:51:28.038868,ch_kite_0002,-1,-1,-1,-33.0,-1,-1
2016-07-27 01:51:55.317022,ch_kite_0003,7.0,54.0,97456.2,0.0,443.8,13415.8
2016-07-27 01:52:22.857448,ch_kite_0004,6.0,60.2,97201.6,0.0,454.6,13338.4
2016-07-27 01:52:25.471280,ch_kite_0001,-1,-1,-1,-1,-1,-1
2016-07-27 01:52:38.656240,ch_kite_0002,-1,-1,-1,-33.0,-1,-1
2016-07-27 01:53:05.937246,ch_kite_0003,7.0,53.4,97459.8,0.0,443.8,13459.2
2016-07-27 01:53:33.143511,ch_kite_0004,6.0,59.8,97210.4,0.0,452.8,13353.8
2016-07-27 01:53:35.647734,ch_kite_0001,-1,-1,-1,-1,-1,-1
2016-07-27 01:53:48.950948,ch_kite_0002,-1,-1,-1,-33.0,-1,-1
2016-07-27 01:54:16.125091,ch_kite_0003,7.0,53.6,97467.4,0.0,447.8,13445.2
2016-07-27 01:54:43.273059,ch_kite_0004,6.0,59.6,97215.6,0.0,448.0,13356.6
2016-07-27 01:54:45.782078,ch_kite_0001,-1,-1,-1,-1,-1,-1
2016-07-27 01:54:58.848108,ch_kite_0002,-1,-1,-1,-33.0,-1,-1
2016-07-27 01:55:26.241681,ch_kite_0003,7.0,53.6,97467.4,0.0,438.4,13425.2
2016-07-27 01:55:53.270350,ch_kite_0004,6.0,59.6,97213.6,0.0,454.8,13304.8
2016-07-27 01:55:55.902267,ch_kite_0001,-1,-1,-1,-1,-1,-1
2016-07-27 01:56:09.206687,ch_kite_0002,-1,-1,-1,-33.0,-1,-1
2016-07-27 01:56:36.248988,ch_kite_0003,7.0,52.8,97478.6,0.0,443.0,13438.0
2016-07-27 01:57:03.538757,ch_kite_0004,6.0,59.6,97225.2,0.0,452.2,13350.8
2016-07-27 01:57:06.196618,ch_kite_0001,-1,-1,-1,-1,-1,-1
2016-07-27 01:57:20.065247,ch_kite_0002,-1,-1,-1,-33.0,-1,-1
2016-07-27 01:57:47.296969,ch_kite_0003,7.0,52.6,97479.4,0.0,443.4,13479.0
2016-07-27 01:58:14.112131,ch_kite_0004,6.0,60.0,97220.4,0.0,448.2,13195.4
2016-07-27 01:58:16.717039,ch_kite_0001,-1,-1,-1,-1,-1,-1
2016-07-27 01:58:30.632307,ch_kite_0002,-1,-1,-1,-33.0,-1,-1
2016-07-27 01:58:58.880435,ch_kite_0003,7.0,52.6,97482.2,0.0,443.8,13422.0
2016-07-27 01:59:26.431371,ch_kite_0004,6.0,60.6,97238.8,0.0,448.4,12548.2
2016-07-27 01:59:29.265773,ch_kite_0001,-1,-1,-1,-1,-1,-1
2016-07-27 01:59:42.569984,ch_kite_0002,-1,-1,-1,-33.0,-1,-1
2016-07-27 02:00:09.637824,ch_kite_0003,7.4,52.6,97481.4,0.0,451.8,13446.8
2016-07-27 02:00:36.889542,ch_kite_0004,6.0,60.6,97244.0,0.0,453.2,13085.4
2016-07-27 02:00:39.498631,ch_kite_0001,-1,-1,-1,-1,-1,-1
2016-07-27 02:00:52.758405,ch_kite_0002,-1,-1,-1,-33.0,-1,-1
2016-07-27 02:01:19.797996,ch_kite_0003,8.0,52.6,97479.8,0.0,446.6,13411.0
2016-07-27 02:01:46.906932,ch_kite_0004,6.0,60.4,97252.4,0.0,448.4,13369.6
2016-07-27 02:01:49.551485,ch_kite_0001,-1,-1,-1,-1,-1,-1
2016-07-27 02:02:04.101669,ch_kite_0002,-1,-1,-1,-33.0,-1,-1
2016-07-27 02:02:31.574700,ch_kite_0003,8.0,52.6,97472.2,0.0,444.0,13524.6
2016-07-27 02:02:58.873164,ch_kite_0004,6.0,60.6,97252.8,0.0,449.2,13432.0
2016-07-27 02:03:01.646009,ch_kite_0001,-1,-1,-1,-1,-1,-1
2016-07-27 02:03:15.581942,ch_kite_0002,-1,-1,-1,-33.0,-1,-1
2016-07-27 02:03:42.622992,ch_kite_0003,8.0,52.8,97480.6,0.0,440.8,13453.4
2016-07-27 02:04:10.191662,ch_kite_0004,6.0,60.6,97246.0,0.0,452.6,13200.2
2016-07-27 02:04:12.895674,ch_kite_0001,-1,-1,-1,-1,-1,-1
2016-07-27 02:04:26.337910,ch_kite_0002,-1,-1,-1,-33.0,-1,-1
2016-07-27 02:04:53.647114,ch_kite_0003,8.0,52.8,97485.0,0.0,442.4,13409.2
2016-07-27 02:05:21.425946,ch_kite_0004,6.0,60.6,97256.8,0.0,451.4,13381.4
2016-07-27 02:05:24.162118,ch_kite_0001,-1,-1,-1,-1,-1,-1
2016-07-27 02:05:37.374002,ch_kite_0002,-1,-1,-1,-33.0,-1,-1
2016-07-27 02:06:04.577816,ch_kite_0003,8.0,53.0,97482.6,0.0,452.8,13482.6
2016-07-27 02:06:31.806092,ch_kite_0004,6.0,60.6,97248.8,0.0,451.4,13337.4
2016-07-27 02:06:34.549372,ch_kite_0001,-1,-1,-1,-1,-1,-1
2016-07-27 02:06:48.284694,ch_kite_0002,-1,-1,-1,-33.0,-1,-1
2016-07-27 02:07:15.464785,ch_kite_0003,7.6,52.6,97474.6,0.0,451.6,13416.0
2016-07-27 02:07:42.653537,ch_kite_0004,6.0,60.6,97257.6,0.0,452.8,13369.0
2016-07-27 02:07:45.215503,ch_kite_0001,-1,-1,-1,-1,-1,-1
2016-07-27 02:07:58.471001,ch_kite_0002,-1,-1,-1,-33.0,-1,-1
2016-07-27 02:08:25.450000,ch_kite_0003,7.0,52.6,97483.0,0.0,451.2,13464.8
2016-07-27 02:08:52.371111,ch_kite_0004,6.4,60.0,97266.0,0.0,451.6,13516.8
2016-07-27 02:08:55.002588,ch_kite_0001,-1,-1,-1,-1,-1,-1
2016-07-27 02:09:08.318625,ch_kite_0002,-1,-1,-1,-33.0,-1,-1
2016-07-27 02:09:35.858929,ch_kite_0003,7.0,52.6,97479.4,0.0,443.6,13469.6
2016-07-27 02:10:02.887863,ch_kite_0004,7.0,59.8,97272.0,0.0,456.2,12998.0
2016-07-27 02:10:05.572442,ch_kite_0001,-1,-1,-1,-1,-1,-1
2016-07-27 02:10:19.253465,ch_kite_0002,-1,-1,-1,-33.0,-1,-1
2016-07-27 02:10:46.303851,ch_kite_0003,7.0,52.6,97476.2,0.0,451.6,13450.0
2016-07-27 02:11:13.694623,ch_kite_0004,7.0,59.0,97272.4,0.0,446.4,13454.2
2016-07-27 02:11:16.718777,ch_kite_0001,-1,-1,-1,-1,-1,-1
2016-07-27 02:11:30.060296,ch_kite_0002,-1,-1,-1,-33.0,-1,-1
2016-07-27 02:11:57.493736,ch_kite_0003,7.4,52.6,97479.0,0.0,459.0,13485.6
2016-07-27 02:12:24.612311,ch_kite_0004,7.0,58.8,97276.4,0.0,445.8,13339.4
2016-07-27 02:12:27.426284,ch_kite_0001,-1,-1,-1,-1,-1,-1
