Incident ID, Reported on, Incident type, Address
116061,29/01/2016 at 02:29,Wastewater/Stormwater,"407 Durham Street North, Christchurch Central, Christchurch 8013, New Zealand"
116062,29/01/2016 at 02:30,Graffiti,"387 Durham Street North, Christchurch Central, Christchurch 8013, New Zealand"
116063,29/01/2016 at 02:32,Graffiti,"354-360 Durham Street North, Christchurch Central, Christchurch 8013, New Zealand"
116064,29/01/2016 at 02:32,Graffiti,"348 Durham Street North, Christchurch Central, Christchurch 8013, New Zealand"
116066,29/01/2016 at 02:36,Graffiti,"314-322 Durham Street North, Christchurch Central, Christchurch 8013, New Zealand"
116068,29/01/2016 at 02:37,Graffiti,"322 Durham Street North, Christchurch Central, Christchurch 8013, New Zealand"
116069,29/01/2016 at 02:41,Graffiti,"118 Salisbury St, Christchurch Central, Christchurch 8013, New Zealand"
116070,29/01/2016 at 02:44,Graffiti,"158 Peterborough St, Christchurch Central, Christchurch 8013, New Zealand"
116071,29/01/2016 at 02:44,Graffiti,"282 Manchester St, Christchurch Central, Christchurch 8013, New Zealand"
116074,29/01/2016 at 02:59,Graffiti,"84, Peterborough Street, Christchurch, 8013, Canterbury"
116078,29/01/2016 at 03:03,Parks,"15 Jebson St, Mairehau, Christchurch 8013, New Zealand"
116079,29/01/2016 at 03:07,Graffiti,"155, Peterborough Street, Christchurch, 8013, Canterbury"
116080,29/01/2016 at 03:08,Graffiti,"156, Peterborough Street, Christchurch, 8013, Canterbury"
116081,29/01/2016 at 03:10,Graffiti,"170, Peterborough Street, Christchurch, 8013, Canterbury"
116082,29/01/2016 at 03:17,Graffiti,"315, Madras Street, Christchurch, 8013, Canterbury"
116083,29/01/2016 at 03:21,Graffiti,"213, Peterborough Street, Christchurch, 8013, Canterbury"
116084,29/01/2016 at 03:24,Graffiti,"216, Peterborough Street, Christchurch, 8013, Canterbury"
116085,29/01/2016 at 03:27,Graffiti,"2/211, Peterborough Street, Christchurch, 8013, Canterbury"
116086,29/01/2016 at 03:29,Graffiti,"523 Worcester St, Linwood, Christchurch 8011, New Zealand"
116087,29/01/2016 at 03:29,Graffiti,"181, Peterborough Street, Christchurch, 8013, Canterbury"
116088,29/01/2016 at 03:30,Graffiti,"5-7 McLean St, Linwood, Christchurch 8062, New Zealand"
116092,29/01/2016 at 03:33,Graffiti,"126, Peterborough Street, Christchurch, 8013, Canterbury"
116095,29/01/2016 at 03:37,Graffiti,"829, Colombo Street, Christchurch, 8013, Canterbury"
116097,29/01/2016 at 03:40,Graffiti,"829, Colombo Street, Christchurch, 8013, Canterbury"
116099,29/01/2016 at 03:42,Graffiti,"85, Peterborough Street, Christchurch, 8013, Canterbury"
116102,29/01/2016 at 03:45,Graffiti,"324, Durham Street N, Christchurch, 8013, Canterbury"
116112,29/01/2016 at 04:31,Parks,"Park Terrace, Christchurch, 8013, Canterbury"
116120,29/01/2016 at 05:04,Wastewater/Stormwater,"58 Grimseys Rd, Redwood, Christchurch 8051, New Zealand"
116127,29/01/2016 at 05:32,Graffiti,"20, Innes Road, Saint Albans, 8052, Canterbury"
116135,29/01/2016 at 06:09,Roading/Streets,
116143,29/01/2016 at 06:43,Wastewater/Stormwater,"54, Cobra Street, Halswell, 8025, ????"
116161,29/01/2016 at 07:59,Rubbish/Recycling,"96 Palmers Rd, New Brighton, Christchurch 8083, New Zealand"
116188,29/01/2016 at 08:53,Roading/Streets,"12, Hewitts Road, Merivale, 8014, Canterbury"
116190,29/01/2016 at 09:02,Parks,"8A Donegal St, Belfast, Christchurch 8051, New Zealand"
116215,29/01/2016 at 18:49,Parks,"160 Estuary Rd, South New Brighton, Christchurch 8062, New Zealand"
116218,29/01/2016 at 20:09,Roading/Streets,"57 Bowhill Rd, New Brighton, Christchurch 8083, New Zealand"
116219,29/01/2016 at 20:11,Roading/Streets,"29 Bowhill Rd, New Brighton, Christchurch 8083, New Zealand"
116221,29/01/2016 at 20:12,Roading/Streets,"45 Bowhill Rd, New Brighton, Christchurch 8083, New Zealand"
116222,29/01/2016 at 20:12,Roading/Streets,"45 Bowhill Rd, New Brighton, Christchurch 8083, New Zealand"
116223,29/01/2016 at 20:15,Roading/Streets,"150 Bowhill Rd, New Brighton, Christchurch 8083, New Zealand"
116225,29/01/2016 at 20:16,Roading/Streets,"104 Bowhill Rd, New Brighton, Christchurch 8083, New Zealand"
116227,29/01/2016 at 20:21,Roading/Streets,"13 Brockenhurst St, Aranui, Christchurch 8061, New Zealand"
116228,29/01/2016 at 20:23,Roading/Streets,"182 Palmers Rd, New Brighton, Christchurch 8083, New Zealand"
116255,29/01/2016 at 21:39,Roading/Streets,"534, Ferry Road, Woolston, 8023, Canterbury"
116260,29/01/2016 at 22:03,Parks,"470 Barrington St, Addington, Christchurch 8024, New Zealand"
116268,29/01/2016 at 22:38,Graffiti,"36, Marshland Road, Shirley, 8061, Canterbury"
116298,29/01/2016 at 23:50,Roading/Streets,"14, Tainui Street, Somerfield, 8024, Canterbury"
116318,30/01/2016 at 00:09,Graffiti,"Cashmere Rd, Cashmere, Christchurch 8022, New Zealand"
116333,30/01/2016 at 01:12,Wastewater/Stormwater,"7-9 Cannon Hill Crescent, Mt Pleasant, Christchurch 8081, New Zealand"
116344,30/01/2016 at 02:47,Parks,"20 Mafeking St, New Brighton, Christchurch 8061, New Zealand"
116350,30/01/2016 at 02:58,Graffiti,"25 Briggs Rd, Mairehau, Christchurch 8052, New Zealand"
116352,30/01/2016 at 03:13,Water Supply,"16 Brighton Mall, New Brighton, Christchurch 8061, New Zealand"
116423,30/01/2016 at 16:59,Graffiti,"101 William Brittan Ave, Halswell, Christchurch 8025, New Zealand"
116425,30/01/2016 at 19:21,Roading/Streets,"6 Hilldale Pl, Hillsborough, Christchurch 8022, New Zealand"
116437,30/01/2016 at 22:04,Graffiti,"236 Armagh St, Christchurch Central, Christchurch 8011, New Zealand"
116439,30/01/2016 at 22:05,Parks,"404, Hereford Street, Linwood, 8011, Canterbury"
116447,30/01/2016 at 22:34,Graffiti,"234, Hereford Street, Christchurch, 8011, Canterbury"
116449,30/01/2016 at 22:38,Graffiti,"241, Cashel Street, Christchurch, 8011, Canterbury"
116451,30/01/2016 at 22:42,Roading/Streets,"225, Cashel Street, Christchurch, 8011, Canterbury"
116455,30/01/2016 at 22:45,Graffiti,"225, Cashel Street, Christchurch, 8011, Canterbury"
116467,30/01/2016 at 23:05,Roading/Streets,"15 Fulton Ave, Merivale, Christchurch 8014, New Zealand"
116468,30/01/2016 at 23:08,Parks,"Horseshoe Lake Walk, Burwood, Christchurch 8061, New Zealand"
116469,30/01/2016 at 23:13,Graffiti,"Christchurch, 8011, Canterbury"
116470,30/01/2016 at 23:15,Rubbish/Recycling,"125, Gasson Street, Sydenham, 8011, Canterbury"
116479,30/01/2016 at 23:34,Roading/Streets,"11, Takahe Drive, Cashmere, 8022, Canterbury"
116480,30/01/2016 at 23:39,Parks,"46 Whiteleigh Ave, Addington, Christchurch 8024, New Zealand"
116494,31/01/2016 at 00:48,Graffiti,"110, Seaview Road, New Brighton, 8061, Canterbury"
116495,31/01/2016 at 00:49,Rubbish/Recycling,"52, Brighton Mall, New Brighton, 8061, Canterbury"
116496,31/01/2016 at 00:52,Rubbish/Recycling,"27, Brighton Mall, New Brighton, 8061, Canterbury"
116497,31/01/2016 at 00:53,Rubbish/Recycling,"97 Cashmere Rd, Cashmere, Christchurch 8022, New Zealand"
116500,31/01/2016 at 00:55,Roading/Streets,"113, Seaview Road, New Brighton, 8061, Canterbury"
116502,31/01/2016 at 00:57,Roading/Streets,"113, Seaview Road, New Brighton, 8061, Canterbury"
116523,31/01/2016 at 02:21,Graffiti,"8 Athelstan St, Spreydon, Christchurch 8024, New Zealand"
116524,31/01/2016 at 02:24,Graffiti,"8 Athelstan St, Spreydon, Christchurch 8024, New Zealand"
116529,31/01/2016 at 02:50,Rubbish/Recycling,"16–20, Harmans Road, Lyttelton, 8082, Canterbury"
116538,31/01/2016 at 03:27,Graffiti,"22, Centaurus Road, Cashmere, 8022, Canterbury"
116544,31/01/2016 at 03:56,Rubbish/Recycling,"14A Buccleugh St, Phillipstown, Christchurch 8011, New Zealand"
116554,31/01/2016 at 04:51,Graffiti,"462, Ferry Road, Woolston, 8023, Canterbury"
116560,31/01/2016 at 05:04,Graffiti,"359B, Lincoln Road, Addington, 8024, Canterbury"
116569,31/01/2016 at 05:45,Roading/Streets,"5–63, Ward Street, Addington, 8024, Canterbury"
116570,31/01/2016 at 05:51,Parks,"381, Cambridge Terrace, Christchurch, 8013, Canterbury"
116593,31/01/2016 at 07:08,Parks,"18, John Campbell Crescent, Middleton, 8024, Canterbury"
116609,31/01/2016 at 08:29,Roading/Streets,"31, Pacific Road, North New Brighton, 8083, Canterbury"
116627,31/01/2016 at 18:14,Rubbish/Recycling,"1, Cordelia Lane, Heathcote Valley, 8022, Canterbury"
116632,31/01/2016 at 19:09,Parks,"Fw Delamain Drive, Yaldhurst, 8042, Canterbury"
116633,31/01/2016 at 19:38,Roading/Streets,"7 Rolleston Ave, Christchurch Central, Christchurch 8013, New Zealand"
116648,31/01/2016 at 20:40,Rubbish/Recycling,"183, River Road, Richmond, 8013, Canterbury"
116650,31/01/2016 at 20:49,Rubbish/Recycling,"20, Liggins Street, Burwood, 8061, Canterbury"
116651,31/01/2016 at 20:49,Rubbish/Recycling,"4, Parish Street, Burwood, 8061, Canterbury"
116653,31/01/2016 at 20:51,Parks,"Christchurch, 8011, Canterbury"
116654,31/01/2016 at 20:53,Parks,"4, Henley Green, Northwood, 8051, Canterbury"
116655,31/01/2016 at 20:55,Roading/Streets,"302, Estuary Road, South New Brighton, 8062, Canterbury"
116656,31/01/2016 at 20:57,Rubbish/Recycling,"20–72, Dallington Terrace, Dallington, 8061, Canterbury"
116666,31/01/2016 at 21:25,Rubbish/Recycling,"143 Bridge St, South New Brighton, Christchurch 8062, New Zealand"
116668,31/01/2016 at 21:32,Rubbish/Recycling,"26, Velsheda Street, Bexley, 8061, Canterbury"
116693,31/01/2016 at 23:26,Parks,"Redwood, 8051, Canterbury"
116699,31/01/2016 at 23:41,Water Supply,"56 Thackeray Pl, Waltham, Christchurch 8023, New Zealand"
116702,31/01/2016 at 23:45,Roading/Streets,"7, Livingstone Street, Phillipstown, 8011, Canterbury"
116706,31/01/2016 at 23:59,Rubbish/Recycling,"1054, Avonside Drive, Avondale, 8061, Canterbury"
116708,01/02/2016 at 00:00,Rubbish/Recycling,"61, Cardrona Street, Avondale, 8061, Canterbury"
116709,01/02/2016 at 00:04,Rubbish/Recycling,"12, Arnst Place, Burwood, 8061, Canterbury"
116711,01/02/2016 at 00:07,Rubbish/Recycling,"5, Ogilvie Place, Avondale, 8061, Canterbury"
116712,01/02/2016 at 00:07,Rubbish/Recycling,"62, Brooker Avenue, Burwood, 8083, Canterbury"
116716,01/02/2016 at 00:14,Rubbish/Recycling,"28, Woolley Street, Avondale, 8061, Canterbury"
116718,01/02/2016 at 00:16,Roading/Streets,"3 Taurima St, Hei Hei, Christchurch 8042, New Zealand"
116719,01/02/2016 at 00:17,Rubbish/Recycling,"71, Fleete Street, Dallington, 8061, Canterbury"
116720,01/02/2016 at 00:19,Rubbish/Recycling,"15, Liggins Street, Burwood, 8061, Canterbury"
116723,01/02/2016 at 00:22,Rubbish/Recycling,"81, Orrick Crescent, Avondale, 8061, Canterbury"
116725,01/02/2016 at 00:24,Rubbish/Recycling,"1058, Avonside Drive, Avondale, 8061, Canterbury"
116730,01/02/2016 at 00:49,Rubbish/Recycling,"15, Paulus Terrace, Cashmere, 8022, Canterbury"
116744,01/02/2016 at 01:32,Parks,"197-239, Waterloo Road, Hornby, 8042, Canterbury"
116755,01/02/2016 at 02:01,Rubbish/Recycling,"388–422, Avonside Drive, Avonside, 8061, Canterbury"
116758,01/02/2016 at 02:07,Graffiti,"148-152 Carlyle St, Sydenham, Christchurch 8023, New Zealand"
116759,01/02/2016 at 02:09,Rubbish/Recycling,"250, Avonside Drive, Avonside, 8061, Canterbury"
116766,01/02/2016 at 02:30,Parks,"17, Wilfrid Street, Ilam, 8041, ????"
116767,01/02/2016 at 02:30,Roading/Streets,"2, Vienna Street, Waltham, 8023, Canterbury"
116770,01/02/2016 at 02:36,Graffiti,"15 Cambridge Terrace, Christchurch Central, Christchurch 8013, New Zealand"
116771,01/02/2016 at 02:37,Graffiti,"6-18 Rolleston Ave, Christchurch Central, Christchurch 8013, New Zealand"
116774,01/02/2016 at 02:44,Graffiti,"24 Park Terrace, Christchurch Central, Christchurch 8013, New Zealand"
116775,01/02/2016 at 02:45,Graffiti,"30 Park Terrace, Christchurch Central, Christchurch 8013, New Zealand"
116776,01/02/2016 at 02:47,Graffiti,"50 Park Terrace, Christchurch Central, Christchurch 8013, New Zealand"
116777,01/02/2016 at 02:49,Graffiti,"82 Park Terrace, Christchurch Central, Christchurch 8013, New Zealand"
116779,01/02/2016 at 02:53,Graffiti,"26 Salisbury St, Christchurch Central, Christchurch 8013, New Zealand"
116780,01/02/2016 at 02:55,Graffiti,"374 Montreal St, Christchurch Central, Christchurch 8013, New Zealand"
116783,01/02/2016 at 02:58,Graffiti,"58 Kilmore St, Christchurch Central, Christchurch 8013, New Zealand"
116785,01/02/2016 at 02:59,Graffiti,"51 Kilmore St, Christchurch Central, Christchurch 8013, New Zealand"
116786,01/02/2016 at 03:00,Graffiti,"64 Kilmore St, Christchurch Central, Christchurch 8013, New Zealand"
116787,01/02/2016 at 03:02,Graffiti,"329 Durham Street North, Christchurch Central, Christchurch 8013, New Zealand"
116791,01/02/2016 at 03:10,Graffiti,"164 Kilmore St, Christchurch Central, Christchurch 8013, New Zealand"
116793,01/02/2016 at 03:12,Graffiti,"303-305 Madras St, Christchurch Central, Christchurch 8013, New Zealand"
116797,01/02/2016 at 03:25,Graffiti,"14 Avonside Dr, Linwood, Christchurch 8011, New Zealand"
116800,01/02/2016 at 03:27,Graffiti,"30 Avonside Dr, Linwood, Christchurch 8011, New Zealand"
116801,01/02/2016 at 03:29,Graffiti,"62 Avonside Dr, Linwood, Christchurch 8011, New Zealand"
116803,01/02/2016 at 03:31,Graffiti,"74 Avonside Dr, Linwood, Christchurch 8011, New Zealand"
116804,01/02/2016 at 03:33,Graffiti,"104 Avonside Dr, Linwood, Christchurch 8011, New Zealand"
116805,01/02/2016 at 03:35,Graffiti,"104 Avonside Dr, Linwood, Christchurch 8011, New Zealand"
116806,01/02/2016 at 03:36,Graffiti,"138 Avonside Dr, Linwood, Christchurch 8011, New Zealand"
116811,01/02/2016 at 03:46,Graffiti,"166 Woodham Rd, Linwood, Christchurch 8062, New Zealand"
116812,01/02/2016 at 03:47,Graffiti,"166 Woodham Rd, Linwood, Christchurch 8062, New Zealand"
116814,01/02/2016 at 03:51,Graffiti,"711 Gloucester St, Avonside, Christchurch 8061, New Zealand"
116822,01/02/2016 at 04:14,Roading/Streets,"5, Penwood Street, Russley, 8042, Canterbury"
116841,01/02/2016 at 05:15,Water Supply,"52A Domain Terrace, Spreydon, Christchurch 8024, New Zealand"
116851,01/02/2016 at 05:47,Rubbish/Recycling,"64, Hansons Lane, Upper Riccarton, 8041, Canterbury"
116854,01/02/2016 at 05:51,Roading/Streets,"2 Larsens Rd, Halswell, Christchurch 8025, New Zealand"
116858,01/02/2016 at 06:16,Parks,"53, Willowview Drive, Redwood, 8051, Canterbury"
116861,01/02/2016 at 06:26,Roading/Streets,"97B Englefield Rd, Northwood, Christchurch 8051, New Zealand"
116864,01/02/2016 at 06:31,Parks,"42 Beechwood Dr, Northwood, Christchurch 8051, New Zealand"
116880,01/02/2016 at 07:18,Graffiti,"81, Sylvan Street, Middleton, 8024, Canterbury"
116882,01/02/2016 at 07:19,Graffiti,"81, Sylvan Street, Middleton, 8024, Canterbury"
116895,01/02/2016 at 08:20,Rubbish/Recycling,"Washington Way, Sydenham, 8011, Canterbury"
116917,01/02/2016 at 09:45,Roading/Streets,"Deans Avenue, Addington, 8011, Canterbury"
116922,01/02/2016 at 09:55,Roading/Streets,"180, Main Road, Redcliffs, 8081, Canterbury"
116923,01/02/2016 at 10:30,Parks,"Christchurch, 8011, Canterbury"
116952,01/02/2016 at 18:01,Roading/Streets,"38, Hawthorne Street, Strowan, 8052, Canterbury"
116955,01/02/2016 at 19:20,Roading/Streets,"156 Rutland St, St Albans, Christchurch 8052, New Zealand"
116962,01/02/2016 at 19:55,Water Supply,"223, Fitzgerald Avenue, Christchurch, 8011, Canterbury"
116964,01/02/2016 at 20:17,Roading/Streets,"27 Onslow St, St Albans, Christchurch 8014, New Zealand"
116966,01/02/2016 at 20:23,Roading/Streets,"14 Ward St, Addington, Christchurch 8024, New Zealand"
116967,01/02/2016 at 20:24,Roading/Streets,"319 Hendersons Rd, Hoon Hay, Christchurch 8025, New Zealand"
116972,01/02/2016 at 20:48,Rubbish/Recycling,"7 Goulding Ave, Hornby, Christchurch 8042, New Zealand"
116973,01/02/2016 at 20:49,Water Supply,"347, Barrington Street, Spreydon, 8024, Canterbury"
116975,01/02/2016 at 20:55,Parks,"28 Avon Gate, Russley, Christchurch 8042, New Zealand"
116981,01/02/2016 at 21:19,Roading/Streets,"15 Dovedale Ave, Ilam, Christchurch 8041, New Zealand"
116994,01/02/2016 at 21:50,Parks,"9, Paeroa Street, Riccarton, 8041, Canterbury"
116997,01/02/2016 at 22:01,Rubbish/Recycling,"8, Milnebank Street, Upper Riccarton, 8041, Canterbury"
117005,01/02/2016 at 22:24,Roading/Streets,"59 Carruthers St, Ilam, Christchurch 8041, New Zealand"
117006,01/02/2016 at 22:25,Roading/Streets,"15 McDougall Ave, St Albans, Christchurch 8014, New Zealand"
117007,01/02/2016 at 22:27,Parks,"20B, Siska Place, Upper Riccarton, 8041, Canterbury"
117008,01/02/2016 at 22:35,Rubbish/Recycling,"112, Kingsford Street, Burwood, 8061, Canterbury"
117022,01/02/2016 at 23:16,Roading/Streets,"10, Weaver Place, Sockburn, 8042, Canterbury"
117032,01/02/2016 at 23:50,Water Supply,"13 Jutland St, North New Brighton, Christchurch 8083, New Zealand"
117054,02/02/2016 at 00:45,Roading/Streets,"10 Akela St, Merivale, Christchurch 8014, New Zealand"
117058,02/02/2016 at 01:03,Parks,"19–25, Haynes Avenue, Upper Riccarton, 8041, Canterbury"
117075,02/02/2016 at 01:32,Roading/Streets,"169 Hills Rd, Edgeware, Christchurch 8013, New Zealand"
117085,02/02/2016 at 02:02,Roading/Streets,"6 Kyle St, Riccarton, Christchurch 8011, New Zealand"
117104,02/02/2016 at 03:47,Rubbish/Recycling,"298, Riccarton Road, Upper Riccarton, 8041, Canterbury"
117113,02/02/2016 at 04:19,Roading/Streets,"40 Birmingham Dr, Middleton, Christchurch 8024, New Zealand"
117120,02/02/2016 at 04:56,Rubbish/Recycling,"11 Rossmore Terrace, Cashmere, Christchurch 8022, New Zealand"
117149,02/02/2016 at 07:20,Rubbish/Recycling,"109, Hansons Lane, Upper Riccarton, 8041, Canterbury"
117150,02/02/2016 at 07:21,Roading/Streets,"Travis Road, Burwood, 8083, Canterbury"
117151,02/02/2016 at 07:23,Rubbish/Recycling,"12, Travis Country Drive, Burwood, 8083, Canterbury"
117152,02/02/2016 at 07:24,Roading/Streets,"Travis Road, Burwood, 8083, Canterbury"
117158,02/02/2016 at 07:55,Graffiti,"177, Selwyn Street, Spreydon, 8024, Canterbury"
117159,02/02/2016 at 07:55,Graffiti,"177, Selwyn Street, Spreydon, 8024, Canterbury"
117189,02/02/2016 at 09:33,Roading/Streets,"77, Fendalton Road, Fendalton, 8014, Canterbury"
117206,02/02/2016 at 19:52,Roading/Streets,"132 Ilam Rd, Ilam, Christchurch 8041, New Zealand"
117209,02/02/2016 at 20:03,Roading/Streets,"2, Rue Cachalot, Akaroa, 7520, Canterbury"
117229,02/02/2016 at 21:03,Graffiti,"32, Moorhouse Avenue, Addington, 8011, Canterbury"
117232,02/02/2016 at 21:05,Graffiti,"23–37, Moorhouse Avenue, Addington, 8011, Canterbury"
117234,02/02/2016 at 21:07,Graffiti,"45, Moorhouse Avenue, Addington, 8011, Canterbury"
117236,02/02/2016 at 21:09,Graffiti,"484–508, Selwyn Street, Christchurch, 8011, Canterbury"
117240,02/02/2016 at 21:19,Graffiti,"Stewart Street, Addington, 8011, Canterbury"
117243,02/02/2016 at 21:22,Water Supply,"351, Main North Road, Redwood, 8051, Canterbury"
117244,02/02/2016 at 21:23,Graffiti,"95, Moorhouse Avenue, Addington, 8011, Canterbury"
117246,02/02/2016 at 21:25,Graffiti,"52–58, Stewart Street, Christchurch, 8011, Canterbury"
117249,02/02/2016 at 21:31,Graffiti,"17, Saint Asaph Street, Christchurch, 8011, Canterbury"
117251,02/02/2016 at 21:32,Graffiti,"64, Stewart Street, Christchurch, 8011, Canterbury"
117252,02/02/2016 at 21:36,Graffiti,"3, Horatio Street, Christchurch, 8011, Canterbury"
117255,02/02/2016 at 21:45,Rubbish/Recycling,"5, Irene Street, Burwood, 8061, Canterbury"
117256,02/02/2016 at 21:47,Rubbish/Recycling,"147, Kingsford Street, Burwood, 8061, Canterbury"
117258,02/02/2016 at 21:50,Parks,"211, Kilmore Street, Christchurch, 8013, Canterbury"
117263,02/02/2016 at 22:09,Roading/Streets,"706 Gloucester St, Linwood, Christchurch 8062, New Zealand"
117266,02/02/2016 at 22:16,Roading/Streets,"31 Montana Ave, Ilam, Christchurch 8041, New Zealand"
117269,02/02/2016 at 22:22,Parks,"15 Guthries Rd, Belfast, Christchurch 8051, New Zealand"
117282,02/02/2016 at 22:52,Graffiti,"211, Cashel Street, Christchurch, 8011, Canterbury"
117314,03/02/2016 at 00:42,Parks,"68 Twyford St, Bishopdale, Christchurch 8053, New Zealand"
117315,03/02/2016 at 00:44,Graffiti,"21-23 Humphreys Dr, Woolston, Christchurch 8023, New Zealand"
117316,03/02/2016 at 00:45,Roading/Streets,"113 Hills Rd, Edgeware, Christchurch 8013, New Zealand"
117318,03/02/2016 at 00:47,Roading/Streets,"560 Linwood Ave, Bromley, Christchurch 8023, New Zealand"
117321,03/02/2016 at 00:55,Graffiti,"506 Linwood Ave, Woolston, Christchurch 8062, New Zealand"
117322,03/02/2016 at 00:57,Rubbish/Recycling,"98 Oxford Terrace, Christchurch Central, Christchurch 8011, New Zealand"
117335,03/02/2016 at 01:26,Graffiti,"446 Ferry Rd, Woolston, Christchurch 8023, New Zealand"
117344,03/02/2016 at 01:52,Graffiti,"744 Ferry Rd, Woolston, Christchurch 8023, New Zealand"
117348,03/02/2016 at 02:38,Parks,"83, Canterbury Street, Lyttelton, 8082, Canterbury"
117360,03/02/2016 at 03:22,Graffiti,"846 Colombo St, Christchurch Central, Christchurch 8013, New Zealand"
117363,03/02/2016 at 03:31,Parks,"143 Bridge St, South New Brighton, Christchurch 8062, New Zealand"
117370,03/02/2016 at 03:54,Parks,"Caulfield Ave, Halswell, Christchurch 8025, New Zealand"
117372,03/02/2016 at 04:01,Roading/Streets,"Caulfield Ave, Halswell, Christchurch 8025, New Zealand"
117387,03/02/2016 at 04:33,Rubbish/Recycling,"6, Woodville Street, Edgeware, 8013, Canterbury"
117389,03/02/2016 at 04:34,Wastewater/Stormwater,"9, Bealey Avenue, Merivale, 8014, Canterbury"
117407,03/02/2016 at 05:56,Roading/Streets,"33, Elizabeth Street, Riccarton, 8041, Canterbury"
117433,03/02/2016 at 06:51,Wastewater/Stormwater,"72 Huntsbury Ave, Huntsbury, Christchurch 8022, New Zealand"
117440,03/02/2016 at 07:12,Roading/Streets,"3-15 Te Kereme St, Marshland, Christchurch 8083, New Zealand"
117443,03/02/2016 at 07:14,Water Supply,"38 Dunarnan St, Avonside, Christchurch 8061, New Zealand"
117451,03/02/2016 at 07:18,Roading/Streets,"35-39 Harrison St, Mairehau, Christchurch 8013, New Zealand"
117497,03/02/2016 at 18:14,Rubbish/Recycling,"24, Ruru Road, Bromley, 8062, Canterbury"
117509,03/02/2016 at 20:20,Roading/Streets,"27, Show Place, Addington, 8024, Canterbury"
117513,03/02/2016 at 20:26,Roading/Streets,"68, Blighs Road, Strowan, 8052, Canterbury"
117520,03/02/2016 at 20:43,Roading/Streets,"1 Washington Way, Sydenham, Christchurch 8011, New Zealand"
117539,03/02/2016 at 21:46,Roading/Streets,"2 Clifford Ave, Merivale, Christchurch 8014, New Zealand"
117557,03/02/2016 at 22:24,Rubbish/Recycling,"170 Buckleys Rd, Linwood, Christchurch 8062, New Zealand"
117565,03/02/2016 at 22:56,Roading/Streets,"1 Wychbury St, Spreydon, Christchurch 8024, New Zealand"
117590,03/02/2016 at 23:39,Roading/Streets,"531 Wairakei Rd, Burnside, Christchurch 8053, New Zealand"
117599,03/02/2016 at 23:58,Parks,"48–66, Oxford Terrace, Christchurch, 8011, Canterbury"
117602,04/02/2016 at 00:01,Rubbish/Recycling,"43, River Road, Richmond, 8013, Canterbury"
117640,04/02/2016 at 01:44,Graffiti,"Marine Parade, New Brighton, 8061, Canterbury"
117641,04/02/2016 at 01:46,Graffiti,"213, Marine Parade, New Brighton, 8061, Canterbury"
117652,04/02/2016 at 02:32,Parks,"Somerfield, 8024, Canterbury"
117654,04/02/2016 at 02:38,Graffiti,"6 Forfar St, Edgeware, Christchurch 8013, New Zealand"
117662,04/02/2016 at 03:25,Roading/Streets,"Memorial Avenue, Burnside, 8053, Canterbury"
117692,04/02/2016 at 04:46,Roading/Streets,"Queen Elizabeth II Drive, Redwood, 8051, Canterbury"
117730,04/02/2016 at 06:44,Parks,"6A, Auburn Avenue, Upper Riccarton, 8041, Canterbury"
117732,04/02/2016 at 06:49,Roading/Streets,"23, Brodie Street, Ilam, 8041, Canterbury"
117750,04/02/2016 at 08:05,Roading/Streets,"200, Colombo Street, Sydenham, 8023, Canterbury"
117751,04/02/2016 at 08:13,Water Supply,"103-105 St Lukes St, Woolston, Christchurch 8062, New Zealand"
117779,04/02/2016 at 18:24,Roading/Streets,"191-195 Keyes Rd, New Brighton, Christchurch 8083, New Zealand"
117785,04/02/2016 at 19:29,Roading/Streets,"18 Redruth Ave, Spreydon, Christchurch 8024, New Zealand"
117786,04/02/2016 at 19:48,Roading/Streets,"297, Ferry Road, Waltham, 8011, Canterbury"
117792,04/02/2016 at 20:37,Graffiti,"5 Park Terrace, Corsair Bay 8082, New Zealand"
117798,04/02/2016 at 21:02,Parks,"49, Edward Avenue, Edgeware, 8013, Canterbury"
117827,04/02/2016 at 22:17,Rubbish/Recycling,"71, River Road, Richmond, 8013, Canterbury"
117830,04/02/2016 at 22:19,Rubbish/Recycling,"37, River Road, Richmond, 8013, Canterbury"
117836,04/02/2016 at 22:45,Roading/Streets,"84, Picton Avenue, Riccarton, 8011, Canterbury"
117843,04/02/2016 at 23:06,Rubbish/Recycling,"33 Cypress St, Linwood, Christchurch 8062, New Zealand"
117845,04/02/2016 at 23:08,Parks,"21A Cypress St, Linwood, Christchurch 8062, New Zealand"
117847,04/02/2016 at 23:11,Rubbish/Recycling,"34 Ruru Rd, Bromley, Christchurch 8062, New Zealand"
117851,04/02/2016 at 23:20,Roading/Streets,"75 Kingsley St, Sydenham, Christchurch 8023, New Zealand"
117861,04/02/2016 at 23:40,Roading/Streets,"288, Main North Road, Redwood, 8051, Canterbury"
117866,04/02/2016 at 23:49,Rubbish/Recycling,"111 Tilford St, Woolston, Christchurch 8062, New Zealand"
117869,04/02/2016 at 23:54,Graffiti,"20 Gow Pl, Woolston, Christchurch 8062, New Zealand"
117875,05/02/2016 at 00:07,Graffiti,"3A Arran Crescent, Woolston, Christchurch 8062, New Zealand"
117887,05/02/2016 at 00:45,Rubbish/Recycling,"15, Velsheda Street, Bexley, 8061, Canterbury"
117904,05/02/2016 at 01:36,Wastewater/Stormwater,"285 Wairakei Rd, Bryndwr, Christchurch 8053, New Zealand"
