Incident ID, Reported on, Incident type, Address
110118,31/12/2015 at 19:21,Graffiti,"81 Banks Ave, Dallington, Christchurch 8061, New Zealand"
110129,31/12/2015 at 21:50,Rubbish/Recycling,"45 Ashwood St, Parklands, Christchurch 8083, New Zealand"
110213,04/01/2016 at 10:54,Graffiti,"676 Avonside Dr, Avonside, Christchurch 8061, New Zealand"
110214,04/01/2016 at 10:54,Graffiti,"666 Avonside Dr, Avonside, Christchurch 8061, New Zealand"
110215,04/01/2016 at 10:54,Graffiti,"69 McLean St, Linwood, Christchurch 8062, New Zealand"
110216,04/01/2016 at 10:54,Graffiti,"1 Kerrs Rd, Linwood, Christchurch 8062, New Zealand"
110217,04/01/2016 at 10:54,Graffiti,"1 Gayhurst Rd, Dallington, Christchurch 8061, New Zealand"
110218,04/01/2016 at 10:57,Graffiti,"86 Retreat Rd, Avonside, Christchurch 8061, New Zealand"
110219,04/01/2016 at 10:58,Graffiti,"72 Retreat Rd, Avonside, Christchurch 8061, New Zealand"
110220,04/01/2016 at 10:58,Graffiti,"55-57 Woodham Rd, Linwood, Christchurch 8062, New Zealand"
110221,04/01/2016 at 10:58,Graffiti,"34-40 Woodham Rd, Linwood, Christchurch 8062, New Zealand"
110222,04/01/2016 at 10:58,Graffiti,"29 Woodham Rd, Linwood, Christchurch 8062, New Zealand"
110223,04/01/2016 at 10:59,Graffiti,"74 Avonside Dr, Linwood, Christchurch 8011, New Zealand"
110224,04/01/2016 at 10:59,Graffiti,"12 Linwood Ave, Linwood, Christchurch 8011, New Zealand"
110225,04/01/2016 at 10:59,Graffiti,"120 Avonside Dr, Linwood, Christchurch 8011, New Zealand"
110226,04/01/2016 at 10:59,Graffiti,"74 Avonside Dr, Linwood, Christchurch 8011, New Zealand"
110227,04/01/2016 at 10:59,Graffiti,"104 Avonside Dr, Linwood, Christchurch 8011, New Zealand"
110228,04/01/2016 at 11:00,Graffiti,"234 Fitzgerald Ave, Christchurch Central, Christchurch 8011, New Zealand"
110229,04/01/2016 at 11:02,Graffiti,"278-284 Kilmore St, Christchurch Central, Christchurch 8011, New Zealand"
110230,04/01/2016 at 11:02,Graffiti,"13 Dawson St, Christchurch Central, Christchurch 8011, New Zealand"
110231,04/01/2016 at 11:02,Graffiti,"208 Kilmore St, Christchurch Central, Christchurch 8011, New Zealand"
110232,04/01/2016 at 11:02,Graffiti,"192 Gloucester St, Christchurch Central, Christchurch 8011, New Zealand"
110233,04/01/2016 at 11:02,Graffiti,"76 Chester St E, Christchurch Central, Christchurch 8011, New Zealand"
110234,04/01/2016 at 11:02,Graffiti,"211 Gloucester St, Christchurch Central, Christchurch 8011, New Zealand"
110235,04/01/2016 at 11:03,Graffiti,"130 Madras St, Christchurch Central, Christchurch 8011, New Zealand"
110236,04/01/2016 at 11:03,Graffiti,"133 Madras St, Christchurch Central, Christchurch 8011, New Zealand"
110237,04/01/2016 at 11:03,Graffiti,"118 Madras St, Christchurch Central, Christchurch 8011, New Zealand"
110238,04/01/2016 at 11:03,Graffiti,"109-113 Gasson St, Sydenham, Christchurch 8011, New Zealand"
110239,04/01/2016 at 11:03,Graffiti,"113 Buckleys Rd, Linwood, Christchurch 8062, New Zealand"
110240,04/01/2016 at 11:03,Graffiti,"103 Buckleys Rd, Linwood, Christchurch 8062, New Zealand"
110241,04/01/2016 at 11:03,Graffiti,"36 Buckleys Rd, Linwood, Christchurch 8062, New Zealand"
110242,04/01/2016 at 11:04,Graffiti,"241A Linwood Ave, Linwood, Christchurch 8011, New Zealand"
110243,04/01/2016 at 11:04,Graffiti,"67 Aldwins Rd, Phillipstown, Christchurch 8062, New Zealand"
110244,04/01/2016 at 11:04,Graffiti,"142 Ensors Rd, Waltham, Christchurch 8011, New Zealand"
110245,04/01/2016 at 11:04,Graffiti,"6 Mackenzie Ave, Woolston, Christchurch 8023, New Zealand"
110246,04/01/2016 at 11:04,Graffiti,"8 Mackenzie Ave, Woolston, Christchurch 8023, New Zealand"
110247,04/01/2016 at 11:04,Graffiti,"141 Ensors Rd, Waltham, Christchurch 8011, New Zealand"
110248,04/01/2016 at 11:05,Graffiti,"133-137 Ensors Rd, Waltham, Christchurch 8011, New Zealand"
110249,04/01/2016 at 11:05,Graffiti,"501 Brougham St, Waltham, Christchurch 8023, New Zealand"
110250,04/01/2016 at 11:05,Graffiti,"24 Opawa Rd, Waltham, Christchurch 8023, New Zealand"
110251,04/01/2016 at 11:05,Graffiti,"91 Shakespeare Rd, Waltham, Christchurch 8023, New Zealand"
110252,04/01/2016 at 11:05,Graffiti,"7 Shakespeare Rd, Waltham, Christchurch 8023, New Zealand"
110253,04/01/2016 at 11:05,Graffiti,"203 Waltham Rd, Sydenham, Christchurch 8023, New Zealand"
110254,04/01/2016 at 11:05,Graffiti,"185A Wordsworth St, Sydenham, Christchurch 8023, New Zealand"
110255,04/01/2016 at 11:06,Graffiti,"190B Wordsworth St, Sydenham, Christchurch 8023, New Zealand"
110256,04/01/2016 at 11:06,Graffiti,"93 Gasson St, Sydenham, Christchurch 8023, New Zealand"
110263,04/01/2016 at 11:54,Graffiti,"90 Butterfield Ave, Linwood, Christchurch 8062, New Zealand"
110268,04/01/2016 at 18:23,Graffiti,"284 Halswell Rd, Halswell, Christchurch 8025, New Zealand"
110269,04/01/2016 at 19:00,Parks,"1, Simeon Street, Somerfield, 8024, Canterbury"
110276,04/01/2016 at 19:49,Parks,"Gabriel Grove, Halswell, Christchurch 8025, New Zealand"
110280,04/01/2016 at 20:05,Wastewater/Stormwater,"69 Beatty St, South New Brighton, Christchurch 8062, New Zealand"
110282,04/01/2016 at 20:16,Rubbish/Recycling,"37, Goodman Street, Burwood, 8061, Canterbury"
110283,04/01/2016 at 20:17,Rubbish/Recycling,"23, Reaby Street, Burwood, 8061, Canterbury"
110284,04/01/2016 at 20:20,Rubbish/Recycling,"11, Sharlick Street, Avondale, 8061, Canterbury"
110285,04/01/2016 at 20:24,Rubbish/Recycling,"10, Melody Lane, Burwood, 8061, Canterbury"
110286,04/01/2016 at 20:26,Rubbish/Recycling,"213, Locksley Avenue, Dallington, 8061, Canterbury"
110287,04/01/2016 at 20:28,Rubbish/Recycling,"18, Breezes Road, Avondale, 8061, Canterbury"
110317,04/01/2016 at 21:45,Rubbish/Recycling,"32–80, Avonside Drive, Linwood, 8011, Canterbury"
110319,04/01/2016 at 21:47,Rubbish/Recycling,"63, River Road, Richmond, 8013, Canterbury"
110320,04/01/2016 at 21:47,Rubbish/Recycling,"75, River Road, Richmond, 8013, Canterbury"
110323,04/01/2016 at 21:56,Parks,"17 Connal St, Woolston, Christchurch 8023, New Zealand"
110328,04/01/2016 at 21:59,Roading/Streets,"19, Lochee Road, Upper Riccarton, 8041, Canterbury"
110332,04/01/2016 at 22:04,Roading/Streets,"5 McLeod St, Richmond, Christchurch 8013, New Zealand"
110337,04/01/2016 at 22:13,Rubbish/Recycling,"81, Birchfield Avenue, Dallington, 8061, Canterbury"
110341,04/01/2016 at 22:25,Rubbish/Recycling,"23B, Reaby Street, Burwood, 8061, Canterbury"
110346,04/01/2016 at 22:33,Rubbish/Recycling,"42, Dunair Drive, Burwood, 8083, Canterbury"
110349,04/01/2016 at 22:37,Rubbish/Recycling,"6, Amber Grove, Burwood, 8083, Canterbury"
110351,04/01/2016 at 22:42,Roading/Streets,"819 Ferry Rd, Woolston, Christchurch 8023, New Zealand"
110358,04/01/2016 at 22:59,Parks,"Richmond, 8013, Canterbury"
110362,04/01/2016 at 23:02,Rubbish/Recycling,"50, Wattle Drive, New Brighton, 8083, Canterbury"
110369,04/01/2016 at 23:21,Rubbish/Recycling,"1–5, Morganwood Street, Bexley, 8061, Canterbury"
110371,04/01/2016 at 23:27,Rubbish/Recycling,"25, Morganwood Street, Bexley, 8061, Canterbury"
110377,04/01/2016 at 23:31,Rubbish/Recycling,"41, Wetlands Grove, Bexley, 8061, Canterbury"
110378,04/01/2016 at 23:34,Rubbish/Recycling,"41, Wetlands Grove, Bexley, 8061, Canterbury"
110380,04/01/2016 at 23:34,Rubbish/Recycling,"34, Wetlands Grove, Bexley, 8061, Canterbury"
110382,04/01/2016 at 23:43,Rubbish/Recycling,"24, Velsheda Street, Bexley, 8061, Canterbury"
110388,04/01/2016 at 23:53,Rubbish/Recycling,"23–27, Hulverstone Drive, Avondale, 8061, Canterbury"
110393,05/01/2016 at 00:19,Rubbish/Recycling,"22, Horton Place, Avondale, 8061, Canterbury"
110396,05/01/2016 at 00:20,Rubbish/Recycling,"7, Breezes Road, Avondale, 8061, Canterbury"
110415,05/01/2016 at 00:50,Roading/Streets,"53 Gould Crescent, Woolston, Christchurch 8023, New Zealand"
110421,05/01/2016 at 01:17,Roading/Streets,"Victoria Park Road, Cashmere, 8022, Canterbury"
110435,05/01/2016 at 02:11,Parks,"470 Barrington St, Addington, Christchurch 8024, New Zealand"
110436,05/01/2016 at 02:12,Roading/Streets,"201-221 Bridle Path Rd, Ferrymead, Christchurch 8022, New Zealand"
110438,05/01/2016 at 02:18,Roading/Streets,"133A Port Hills Rd, Heathcote Valley, Christchurch 8022, New Zealand"
110440,05/01/2016 at 02:23,Roading/Streets,"239 Brougham St, Sydenham, Christchurch 8023, New Zealand"
110442,05/01/2016 at 02:30,Roading/Streets,"7A Siska Pl, Upper Riccarton, Christchurch 8041, New Zealand"
110444,05/01/2016 at 02:45,Water Supply,"48 Rockview Pl, Mt Pleasant, Christchurch 8081, New Zealand"
110447,05/01/2016 at 03:03,Parks,"Hunter Terrace, Cashmere, 8022, Canterbury"
110450,05/01/2016 at 03:26,Graffiti,"7 Dawson St, Christchurch Central, Christchurch 8011, New Zealand"
110451,05/01/2016 at 03:29,Roading/Streets,"4–28, McDermott Place, Halswell, 8025, Canterbury"
110453,05/01/2016 at 03:46,Graffiti,"160 Chester St E, Christchurch Central, Christchurch 8011, New Zealand"
110468,05/01/2016 at 04:46,Parks,"53, Willowview Drive, Redwood, 8051, Canterbury"
110469,05/01/2016 at 04:46,Parks,"262, Oxford Terrace, Christchurch, 8011, Canterbury"
110472,05/01/2016 at 04:52,Parks,"53, Willowview Drive, Redwood, 8051, Canterbury"
110474,05/01/2016 at 05:06,Graffiti,"32, Koromiko Street, Saint Martins, 8022, Canterbury"
110480,05/01/2016 at 05:33,Roading/Streets,"85, Sutherlands Road, Halswell, 8025, Canterbury"
110492,05/01/2016 at 06:14,Rubbish/Recycling,"61 Cardrona St, Avondale, Christchurch 8061, New Zealand"
110494,05/01/2016 at 06:16,Graffiti,"365-383 Cambridge Terrace, Christchurch Central, Christchurch 8013, New Zealand"
110495,05/01/2016 at 06:17,Graffiti,"4 Spurway Pl, Mairehau, Christchurch 8013, New Zealand"
110497,05/01/2016 at 06:23,Graffiti,"243 Hills Rd, Mairehau, Christchurch 8013, New Zealand"
110506,05/01/2016 at 06:45,Graffiti,"72, Effingham Street, North New Brighton, 8083, Canterbury"
110507,05/01/2016 at 06:47,Rubbish/Recycling,"4 Atlantis St, New Brighton, Christchurch 8083, New Zealand"
110509,05/01/2016 at 06:49,Graffiti,"81, Effingham Street, North New Brighton, 8083, Canterbury"
110527,05/01/2016 at 07:49,Roading/Streets,"Te Kereme St, Marshland, Christchurch 8083, New Zealand"
110529,05/01/2016 at 07:51,Parks,"2, Palazzo Lane, Riccarton, 8011, Canterbury"
110532,05/01/2016 at 08:07,Parks,"49, Edward Avenue, Edgeware, 8013, Canterbury"
110534,05/01/2016 at 08:10,Parks,"49, Edward Avenue, Edgeware, 8013, Canterbury"
110556,05/01/2016 at 09:37,Roading/Streets,"12, Archer Street, Mairehau, 8013, Canterbury"
110560,05/01/2016 at 09:57,Roading/Streets,"Doncaster Street, Sockburn, 8042, Canterbury"
110571,05/01/2016 at 18:07,Roading/Streets,"248 Queenspark Dr, Parklands, Christchurch 8083, New Zealand"
110574,05/01/2016 at 19:27,Graffiti,"339-341 Halswell Rd, Halswell, Christchurch 8025, New Zealand"
110575,05/01/2016 at 19:33,Parks,"15, Brodie Street, Ilam, 8041, Canterbury"
110584,05/01/2016 at 20:39,Graffiti,"118 St Martins Rd, St Martins, Christchurch 8022, New Zealand"
110585,05/01/2016 at 20:54,Roading/Streets,"9, Tavender Street, Woolston, 8023, Canterbury"
110587,05/01/2016 at 21:05,Rubbish/Recycling,"75, River Road, Richmond, 8013, Canterbury"
110588,05/01/2016 at 21:05,Rubbish/Recycling,"299–311, River Road, Richmond, 8013, Canterbury"
110589,05/01/2016 at 21:09,Roading/Streets,"60, Tui Street, Fendalton, 8041, Canterbury"
110591,05/01/2016 at 21:14,Roading/Streets,"370 Pine Ave, South New Brighton, Christchurch 8062, New Zealand"
110601,05/01/2016 at 21:44,Roading/Streets,"22D Browns Rd, St Albans, Christchurch 8014, New Zealand"
110603,05/01/2016 at 21:49,Rubbish/Recycling,"13, Rochester Street, Linwood, 8062, Canterbury"
110608,05/01/2016 at 22:02,Rubbish/Recycling,"560, Avonside Drive, Avonside, 8061, Canterbury"
110635,05/01/2016 at 23:23,Parks,"Cashmere, 8022, Canterbury"
110636,05/01/2016 at 23:25,Roading/Streets,"33 Canterbury St, Lyttelton 8082, New Zealand"
110639,05/01/2016 at 23:29,Roading/Streets,"30 James St, Redcliffs, Christchurch 8081, New Zealand"
110640,05/01/2016 at 23:29,Roading/Streets,"30 James St, Redcliffs, Christchurch 8081, New Zealand"
110664,06/01/2016 at 00:41,Water Supply,"26, Tenby Place, Avondale, 8061, Canterbury"
110682,06/01/2016 at 01:53,Water Supply,"27 Parade Ct, Addington, Christchurch 8024, New Zealand"
110700,06/01/2016 at 02:53,Parks,"Hansons Ln, Upper Riccarton, Christchurch 8041, New Zealand"
110701,06/01/2016 at 02:53,Parks,"Strowan, 8052, Canterbury"
110719,06/01/2016 at 03:44,Water Supply,"5-7 Stanbury Ave, Somerfield, Christchurch 8024, New Zealand"
110728,06/01/2016 at 04:27,Parks,"6 Riccarton Ave, Christchurch Central, Christchurch 8011, New Zealand"
110733,06/01/2016 at 05:02,Graffiti,"Cashmere, 8022, Canterbury"
110786,06/01/2016 at 16:40,Roading/Streets,"14 Leaver Terrace, North New Brighton, Christchurch 8083, New Zealand"
110787,06/01/2016 at 16:52,Parks,"Redwood, 8051, Canterbury"
110788,06/01/2016 at 19:14,Rubbish/Recycling,"9, Kim Place, Dallington, 8061, Canterbury"
110791,06/01/2016 at 19:23,Roading/Streets,"326 Montreal St, Christchurch Central, Christchurch 8013, New Zealand"
110793,06/01/2016 at 19:35,Graffiti,"169, Worcester Street, Christchurch, 8011, Canterbury"
110799,06/01/2016 at 20:07,Parks,"Hunter Terrace, Cashmere, 8022, Canterbury"
110817,06/01/2016 at 21:23,Rubbish/Recycling,"Bexley, Christchurch 8061, New Zealand"
110819,06/01/2016 at 21:28,Rubbish/Recycling,"110 Strickland St, Sydenham, Christchurch 8023, New Zealand"
110829,06/01/2016 at 22:05,Graffiti,"5, Kawau Crescent, Bromley, 8062, Canterbury"
110833,06/01/2016 at 22:25,Parks,"2, Wrights Road, Addington, 8024, Canterbury"
110852,06/01/2016 at 23:45,Rubbish/Recycling,"26, Parenga Place, Bexley, 8061, Canterbury"
110856,06/01/2016 at 23:50,Rubbish/Recycling,"8, Otakaro Place, Bexley, 8061, Canterbury"
110871,07/01/2016 at 00:45,Graffiti,"5 Straven Rd, Riccarton, Christchurch 8011, New Zealand"
110878,07/01/2016 at 00:52,Roading/Streets,"68 Grahams Rd, Burnside, Christchurch 8041, New Zealand"
110880,07/01/2016 at 00:57,Graffiti,"10, Travis Country Drive, Burwood, 8083, Canterbury"
110883,07/01/2016 at 01:00,Roading/Streets,"131 Deans Ave, Riccarton, Christchurch 8011, New Zealand"
110892,07/01/2016 at 01:33,Graffiti,"Hawke Street, New Brighton, 8083, Canterbury"
110893,07/01/2016 at 01:36,Graffiti,"Beresford Street, New Brighton, 8061, Canterbury"
110899,07/01/2016 at 01:41,Rubbish/Recycling,"213, Marine Parade, New Brighton, 8061, Canterbury"
110910,07/01/2016 at 02:47,Parks,"3, Gilberthorpes Road, Islington, 8042, Canterbury"
110914,07/01/2016 at 03:09,Rubbish/Recycling,"Hornby, 8042, Canterbury"
110922,07/01/2016 at 03:24,Roading/Streets,"72 Nicholls Rd, Halswell, Christchurch 8025, New Zealand"
110927,07/01/2016 at 03:58,Parks,"176–178, Halswell Junction Road, Halswell, 8025, Canterbury"
110937,07/01/2016 at 05:04,Rubbish/Recycling,"93, Marine Parade, North New Brighton, 8083, Canterbury"
110938,07/01/2016 at 05:13,Rubbish/Recycling,"195, Marine Parade, New Brighton, 8083, Canterbury"
110952,07/01/2016 at 06:19,Parks,"Te Pihopa Way, Halswell, Christchurch 8025, New Zealand"
110953,07/01/2016 at 06:22,Rubbish/Recycling,"81, Brighton Mall, New Brighton, 8061, Canterbury"
110954,07/01/2016 at 06:23,Rubbish/Recycling,"83, Brighton Mall, New Brighton, 8061, Canterbury"
110958,07/01/2016 at 06:38,Graffiti,"184, Shaw Avenue, New Brighton, 8083, Canterbury"
110959,07/01/2016 at 06:40,Graffiti,"184, Shaw Avenue, New Brighton, 8083, Canterbury"
110960,07/01/2016 at 06:42,Rubbish/Recycling,"185, Shaw Avenue, New Brighton, 8083, Canterbury"
110971,07/01/2016 at 07:18,Graffiti,"170, Marine Parade, New Brighton, 8083, Canterbury"
110976,07/01/2016 at 07:33,Roading/Streets,"185, Shaw Avenue, New Brighton, 8083, Canterbury"
111025,07/01/2016 at 19:04,Rubbish/Recycling,"102, Oram Avenue, New Brighton, 8061, Canterbury"
111027,07/01/2016 at 19:35,Parks,"18, Ilam Park Place, Upper Riccarton, 8041, Canterbury"
111028,07/01/2016 at 19:43,Graffiti,"47, Jollie Street, Linwood, 8062, Canterbury"
111029,07/01/2016 at 19:51,Parks,"Burwood, 8061, Canterbury"
111030,07/01/2016 at 19:51,Graffiti,"7, Kawau Crescent, Bromley, 8062, Canterbury"
111039,07/01/2016 at 20:23,Roading/Streets,"126 St Asaph St, Christchurch Central, Christchurch 8011, New Zealand"
111044,07/01/2016 at 20:51,Roading/Streets,"21 St Asaph St, Christchurch Central, Christchurch 8011, New Zealand"
111045,07/01/2016 at 20:55,Parks,"5 Tara St, Riccarton, Christchurch 8041, New Zealand"
111051,07/01/2016 at 21:21,Parks,"171, Armagh Street, Christchurch, 8011, Canterbury"
111055,07/01/2016 at 21:33,Graffiti,"88-92 Division St, Riccarton, Christchurch 8041, New Zealand"
111056,07/01/2016 at 21:36,Parks,"McRae St, Woolston, Christchurch 8023, New Zealand"
111057,07/01/2016 at 21:42,Rubbish/Recycling,"37, Dallington Terrace, Dallington, 8061, Canterbury"
111062,07/01/2016 at 22:01,Rubbish/Recycling,"30, Dallington Terrace, Dallington, 8061, Canterbury"
111134,08/01/2016 at 00:52,Rubbish/Recycling,"21-23 Humphreys Dr, Woolston, Christchurch 8023, New Zealand"
111144,08/01/2016 at 01:09,Roading/Streets,"85 Watsons Rd, Harewood, Christchurch 8051, New Zealand"
111146,08/01/2016 at 01:11,Rubbish/Recycling,"34, Latimer Square, Christchurch, 8011, Canterbury"
111147,08/01/2016 at 01:16,Rubbish/Recycling,"451–509, Gloucester Street, Linwood, 8011, Canterbury"
111148,08/01/2016 at 01:18,Roading/Streets,"4 Oxford Terrace, Christchurch Central, Christchurch 8011, New Zealand"
111159,08/01/2016 at 02:06,Roading/Streets,"80-94 Tuam St, Christchurch Central, Christchurch 8011, New Zealand"
111170,08/01/2016 at 03:06,Parks,"Corsair Bay, Canterbury"
111190,08/01/2016 at 04:51,Graffiti,"22–70, Effingham Street, North New Brighton, 8083, Canterbury"
111194,08/01/2016 at 05:14,Water Supply,"Sumner, 8081, Canterbury"
111198,08/01/2016 at 05:36,Rubbish/Recycling,"1-9 Cathedral Square, Christchurch Central, Christchurch 8011, New Zealand"
111202,08/01/2016 at 05:44,Rubbish/Recycling,"44, Greenwich Street, Halswell, 8025, Canterbury"
111204,08/01/2016 at 05:55,Roading/Streets,"6, Tern Street, Southshore, 8062, Canterbury"
111242,08/01/2016 at 16:06,Parks,"54, Cobra Street, Halswell, 8025, ????"
111245,08/01/2016 at 19:48,Water Supply,"42, Kinross Street, Hei Hei, 8042, Canterbury"
111249,08/01/2016 at 20:10,Parks,"3, Ferrymead Terrace, Ferrymead, 8022, Canterbury"
111261,08/01/2016 at 21:56,Rubbish/Recycling,"87, Kahu Road, Fendalton, 8041, Canterbury"
111262,08/01/2016 at 21:58,Graffiti,"31, Acheson Avenue, Mairehau, 8013, Canterbury"
111264,08/01/2016 at 22:03,Graffiti,"23 Champion St, Edgeware, Christchurch 8013, New Zealand"
111272,08/01/2016 at 22:39,Graffiti,"129 Chester St E, Christchurch Central, Christchurch 8011, New Zealand"
111279,08/01/2016 at 23:02,Roading/Streets,"23 Colombo St, Cashmere, Christchurch 8022, New Zealand"
111310,09/01/2016 at 00:35,Graffiti,"2 Travis Rd, Burwood, Christchurch 8083, New Zealand"
111311,09/01/2016 at 00:38,Wastewater/Stormwater,"42 Waimairi Rd, Upper Riccarton, Christchurch 8041, New Zealand"
111316,09/01/2016 at 00:41,Roading/Streets,"2–6, Travis Road, Burwood, 8083, Canterbury"
111320,09/01/2016 at 00:46,Roading/Streets,"26 Bermuda Dr, Hornby, Christchurch 8042, New Zealand"
111333,09/01/2016 at 01:06,Rubbish/Recycling,"9 Eveleyn Couzins Ave, Richmond, Christchurch 8013, New Zealand"
111340,09/01/2016 at 01:26,Parks,"Sumner, 8081, Canterbury"
111363,09/01/2016 at 03:38,Parks,"50 Rolleston Ave, Christchurch Central, Christchurch 8013, New Zealand"
111375,09/01/2016 at 04:41,Roading/Streets,"88-90 Chester St E, Christchurch Central, Christchurch 8011, New Zealand"
111377,09/01/2016 at 04:43,Roading/Streets,"88 Chester St E, Christchurch Central, Christchurch 8011, New Zealand"
111394,09/01/2016 at 06:35,Roading/Streets,"58–214, Bamfords Road, Allandale, 8971, Canterbury"
111395,09/01/2016 at 06:39,Parks,"Cashel Street, Christchurch, 8011, Canterbury"
111399,09/01/2016 at 07:30,Water Supply,"1, Rudds Road, Linwood, 8062, Canterbury"
111431,09/01/2016 at 13:49,Graffiti,"71 Riccarton Rd, Riccarton, Christchurch 8011, New Zealand"
111433,09/01/2016 at 17:30,Graffiti,"273-297 Sparks Rd, Halswell, Christchurch 8025, New Zealand"
111435,09/01/2016 at 20:38,Roading/Streets,"18, Greenwood Close, Mairehau, 8013, Canterbury"
111445,09/01/2016 at 22:11,Roading/Streets,"90, Aston Drive, Waimairi Beach, 8083, Canterbury"
111451,09/01/2016 at 22:48,Graffiti,"14 Mona Vale Ave, Riccarton, Christchurch 8011, New Zealand"
111485,10/01/2016 at 01:21,Parks,"121 Deans Ave, Riccarton, Christchurch 8011, New Zealand"
111496,10/01/2016 at 02:29,Rubbish/Recycling,"213, Marine Parade, New Brighton, 8061, Canterbury"
111497,10/01/2016 at 02:31,Graffiti,"93, Marine Parade, North New Brighton, 8083, Canterbury"
111498,10/01/2016 at 02:34,Parks,"93, Marine Parade, New Brighton, 8083, Canterbury"
111499,10/01/2016 at 02:36,Graffiti,"93, Marine Parade, New Brighton, 8083, Canterbury"
111500,10/01/2016 at 02:38,Rubbish/Recycling,"61, Hawke Street, New Brighton, 8083, Canterbury"
111511,10/01/2016 at 04:01,Roading/Streets,"12-14 Euston St, Riccarton, Christchurch 8041, New Zealand"
111515,10/01/2016 at 04:19,Graffiti,"409, Upper Major Hornbrook Road, Mount Pleasant, 8081, Canterbury"
111529,10/01/2016 at 05:51,Graffiti,"59 Martindales Rd, Heathcote Valley, Christchurch 8022, New Zealand"
111531,10/01/2016 at 06:00,Roading/Streets,"91-93 Bowhill Rd, New Brighton, Christchurch 8083, New Zealand"
111539,10/01/2016 at 06:34,Rubbish/Recycling,"193, Marine Parade, New Brighton, 8083, Canterbury"
111551,10/01/2016 at 07:45,Rubbish/Recycling,"10, Old Tai Tapu Road, Kennedys Bush, 8025, Canterbury"
111553,10/01/2016 at 08:03,Roading/Streets,"57 Clarendon Terrace, Woolston, Christchurch 8023, New Zealand"
111574,10/01/2016 at 17:59,Graffiti,"22, Centaurus Road, Cashmere, 8022, Canterbury"
111582,10/01/2016 at 19:58,Roading/Streets,"15 Lonsdale St, New Brighton, Christchurch 8083, New Zealand"
111603,10/01/2016 at 21:12,Roading/Streets,"52, Matipo Street, Riccarton, 8041, Canterbury"
111629,10/01/2016 at 21:55,Rubbish/Recycling,"11, Snell Place, Dallington, 8061, Canterbury"
111639,10/01/2016 at 22:26,Rubbish/Recycling,"6, Snell Place, Dallington, 8061, Canterbury"
111640,10/01/2016 at 22:30,Roading/Streets,"9 Evans Ave, New Brighton, Christchurch 8061, New Zealand"
111642,10/01/2016 at 22:36,Rubbish/Recycling,"15-17 Evans Ave, New Brighton, Christchurch 8061, New Zealand"
111668,11/01/2016 at 00:09,Parks,"10 Riccarton Ave, Christchurch Central, Christchurch 8011, New Zealand"
111671,11/01/2016 at 00:13,Graffiti,"27 Arran Crescent, Woolston, Christchurch 8062, New Zealand"
111694,11/01/2016 at 01:26,Rubbish/Recycling,"Avonhead, 8042, Canterbury"
111705,11/01/2016 at 02:18,Water Supply,"31 Parlane St, Addington, Christchurch 8024, New Zealand"
111716,11/01/2016 at 02:33,Wastewater/Stormwater,"120 Bristol St, St Albans, Christchurch 8014, New Zealand"
111717,11/01/2016 at 02:33,Water Supply,"15 Leamington St, Addington, Christchurch 8024, New Zealand"
111751,11/01/2016 at 04:13,Parks,"14, Worsleys Road, Cracroft, 8025, Canterbury"
111759,11/01/2016 at 04:46,Roading/Streets,"5 Moana St, Somerfield, Christchurch 8024, New Zealand"
111767,11/01/2016 at 05:15,Roading/Streets,"123 Chester St E, Christchurch Central, Christchurch 8011, New Zealand"
111770,11/01/2016 at 05:25,Graffiti,"110, Milton Street, Somerfield, 8024, Canterbury"
111775,11/01/2016 at 05:35,Water Supply,"7 Westcott St, Dallington, Christchurch 8061, New Zealand"
111777,11/01/2016 at 05:42,Roading/Streets,"6 Clive St, Phillipstown, Christchurch 8011, New Zealand"
111779,11/01/2016 at 05:46,Roading/Streets,"1, Rue Balguerie, Akaroa, 7520, Canterbury"
111780,11/01/2016 at 05:54,Graffiti,"59, Marriotts Road, North New Brighton, 8083, Canterbury"
111781,11/01/2016 at 05:55,Graffiti,"54–58, Marriotts Road, North New Brighton, 8083, Canterbury"
111784,11/01/2016 at 05:57,Graffiti,"70, Tedder Avenue, North New Brighton, 8083, Canterbury"
111785,11/01/2016 at 05:58,Graffiti,"72, Effingham Street, North New Brighton, 8083, Canterbury"
111786,11/01/2016 at 05:59,Graffiti,"72, Effingham Street, North New Brighton, 8083, Canterbury"
111787,11/01/2016 at 06:00,Graffiti,"72, Effingham Street, North New Brighton, 8083, Canterbury"
111788,11/01/2016 at 06:01,Graffiti,"2, Surfers Place, North New Brighton, 8083, Canterbury"
111791,11/01/2016 at 06:16,Rubbish/Recycling,"1 Ebbtide St, South New Brighton, Christchurch 8062, New Zealand"
111795,11/01/2016 at 06:48,Roading/Streets,"8 Keppel St, New Brighton, Christchurch 8083, New Zealand"
111819,11/01/2016 at 08:40,Parks,"555, Ferry Road, Woolston, 8023, Canterbury"
111841,11/01/2016 at 17:39,Rubbish/Recycling,"624, Cashel Street, Linwood, 8011, Canterbury"
111842,11/01/2016 at 17:43,Water Supply,"3, Holmcroft Court, Cracroft, 8022, Canterbury"
111843,11/01/2016 at 18:32,Roading/Streets,"75 Lakewood Dr, Burwood, Christchurch 8083, New Zealand"
111845,11/01/2016 at 18:56,Roading/Streets,"27, Cholmondeley Avenue, Opawa, 8023, Canterbury"
111864,11/01/2016 at 20:22,Parks,"Unnamed Rd, Coutts Island, Christchurch 8051, New Zealand"
